央视频道,#genre#
黑莓动画[1920x1080],http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
超级电影[1920x1080],http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
私人影院,http://13457610200.8866.org:2018/live/影视频道HD/index.m3u8
星光电影台[1280x720],http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv
重温经典频道[1920x1080],http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
神乐影片2[1920x1080],http://epg.112114.xyz/douyu/85894
特辑影院[1920x1080],http://epg.112114.xyz/douyu/3637778
榜单电影[1920x1080],http://allinone.netsite.cc/douyu/8770422
学英文电影[1920x1080],http://50.7.137.106:8080/FOX/index.m3u8?token=test
WWE摔跤[1920x1080],https://d2p372oxiwmcn1.cloudfront.net/hls/main.m3u8 
4K苏州[3840x2160],http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8
韩国歌舞秀[1920x1080],http://tc-tct.douyucdn2.cn/dyliveflv3/17732rtara.flv?wsAuth=444b28368bc6cf374a8f22734242cdec&token=cpn-androidmpro-0-17732-2c028a7d8b69ac4c6a43608933105351f464f9543343a70c&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play3
港台频道,#genre#
凤凰中文[1920x1080],http://wouu.net:9977/udp/239.93.0.162:2192
凤凰咨讯[1280x720],http://61.221.215.25:8800/hls/47/index.m3u8
香港卫视[1024x576],http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
民视[1280x720],rtmp://f13h.mine.nu/sat/tv051
台视[1280x720],rtmp://f13h.mine.nu/sat/tv071
中视[1280x720],rtmp://f13h.mine.nu/sat/tv091
华视[1280x720],rtmp://f13h.mine.nu/sat/tv111
民视新闻[1920x1080],http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
FOX新聞[1280x720],https://fox-foxnewsnow-samsungus.amagi.tv/playlist720p.m3u8
AMC电影[1280x720],http://61.221.215.25:8800/hls/43/index.m3u8
探索二台[1280x720],http://61.221.215.25:8800/hls/50/index.m3u8
赛事频道有摔跤[1920x1080],https://d12a2vxqkkh1bo.cloudfront.net/hls/1080p/playlist.m3u8
美国摔跤[1920x1080],https://d2p372oxiwmcn1.cloudfront.net/hls/main.m3u8
香港TVB星河[1280x720],https://edge6a.v2h-cdn.com/xinghe/xinghe.stream/chunklist.m3u8
翡翠台[1920x1080],http://tvdrs.wsrtv.com.cn:8100/channellive/ch1.flv
台湾番薯台[1920x1080],https://epg.pw/stream/51cb56342f39e6110b315b4d3c3391ef7b96e4b8cb91bd1e0670393a6da2755f.m3u8
澳亚卫视[720x480],https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
TVB星河（粤）[1280x720],http://v2h.jdshipin.com/xinghe/xinghe.stream/chunklist.m3u8
TVB娱乐新闻台[1280x720],http://v2h.jdshipin.com/enew/enew.stream/chunklist.m3u8
TVB功夫台[1280x720],http://v2h.jdshipin.com/asia_action/asia_action.stream/chunklist.m3u8
TVB功夫台[1280x720],https://edge6a.v2h-cdn.com/asia_action/asia_action.stream/chunklist.m3u8
探索频道[1280x720],http://61.221.215.25:8800/hls/1/index.m3u8
TVBS新闻[1280x720],http://61.221.215.25:8800/hls/9/index.m3u8
八大戏剧[1280x720],http://61.221.215.25:8800/hls/39/index.m3u8
纬来精彩[1280x720],http://61.221.215.25:8800/hls/48/index.m3u8
日本放送[1280x720],http://61.221.215.25:8800/hls/49/index.m3u8
八大第一台[1280x720],http://61.221.215.25:8800/hls/55/index.m3u8
八大综合台[1280x720],http://61.221.215.25:8800/hls/56/index.m3u8
番薯台台湾[1920x1080],http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
人間衛視[1280x720],http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
香港TVB星河[1280x720],https://edge6a.v2h-cdn.com/xinghe/xinghe.stream/chunklist.m3u8
TVB亚洲[1920x1080],http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
TVB亚洲武侠.备用[1280x720],https://edge6a.v2h-cdn.com/asia_action/asia_action.stream/chunklist.m3u8
TVB星河.备用[1280x720],http://v2h.jdshipin.com/xinghe/xinghe.stream/chunklist.m3u8
TVB娱乐新闻台[1280x720],http://v2h.jdshipin.com/enew/enew.stream/chunklist.m3u8
TVBS亚洲[1920x1080],http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8
Red Bull TV[1920x1080],https://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_6660.m3u8
Al Jazeera[1280x720],http://live-hls-web-aja.getaj.net/AJA/02.m3u8
KBS World[1280x720],https://kbsworld-ott.akamaized.net/hls/live/2002341/kbsworld/01.m3u8
KBS World[1280x720],https://kbsworld-ott.akamaized.net:443/hls/live/2002341/kbsworld/01.m3u8
环球电视台[1920x1080],http://zb.xzxwhcb.com:9999/hls/world.m3u8
华语电视[1920x1080],http://38.64.72.148:80/hls/modn/list/4003/chunklist0.m3u8
华语电视[1920x1080],http://38.64.72.148:80/hls/modn/list/4002/chunklist0.m3u8
番薯台[1920x1080],http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
大爱1[1280x720],https://pulltv1.wanfudaluye.com/live/tv1.m3u8
澳亚卫视[720x480],https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
TVB亚洲武侠.备用[1280x720],https://edge6a.v2h-cdn.com/asia_action/asia_action.stream/chunklist.m3u8
TVB星河.备用[1280x720],http://v2h.jdshipin.com/xinghe/xinghe.stream/chunklist.m3u8
TVB娱乐新闻台[1280x720],http://v2h.jdshipin.com/enew/enew.stream/chunklist.m3u8
TVBS亚洲[1920x1080],http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8
Red Bull TV[1920x1080],https://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_6660.m3u8
Al Jazeera[1280x720],http://live-hls-web-aja.getaj.net/AJA/02.m3u8
Al Jazeera[1920x1080],http://live-hls-web-aje.getaj.net/AJE/01.m3u8
环球电视台[1920x1080],http://zb.xzxwhcb.com:9999/hls/world.m3u8
澳亚卫视[720x480],https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
央视备用,#genre#
CCTV1-综合,http://124.128.73.58:9901/tsfile/live/0001_1.m3u8
CCTV2-财经,http://124.128.73.58:9901/tsfile/live/0002_1.m3u8
CCTV3-综艺,http://124.128.73.58:9901/tsfile/live/0003_1.m3u8
CCTV4-国际,http://124.128.73.58:9901/tsfile/live/0004_1.m3u8
CCTV5-体育,http://124.128.73.58:9901/tsfile/live/0005_1.m3u8
CCTV6-电影,http://124.128.73.58:9901/tsfile/live/0006_1.m3u8
CCTV7-军农,http://124.128.73.58:9901/tsfile/live/0007_1.m3u8
CCTV8-电视剧,http://124.128.73.58:9901/tsfile/live/0008_1.m3u8
CCTV9-记录,http://124.128.73.58:9901/tsfile/live/0009_1.m3u8
CCTV10-科教,http://124.128.73.58:9901/tsfile/live/0010_1.m3u8
CCTV11-戏曲,http://124.128.73.58:9901/tsfile/live/0011_1.m3u8
CCTV12-社会与法,http://124.128.73.58:9901/tsfile/live/0012_1.m3u8
CCTV13-新闻,http://124.128.73.58:9901/tsfile/live/0013_1.m3u8
CCTV14-少儿,http://124.128.73.58:9901/tsfile/live/0014_1.m3u8
CCTV15-音乐,http://124.128.73.58:9901/tsfile/live/0015_1.m3u8
CHC动作电影,http://www.8700956.top:18888/rtp/239.81.0.239:4056
CHC家庭影院,http://www.8700956.top:18888/rtp/239.81.0.238:4056
CHC电影,http://www.8700956.top:18888/rtp/239.81.0.240:4056
齐鲁高清,http://124.128.73.58:9901/tsfile/live/1000_1.m3u8
山东体育,http://124.128.73.58:9901/tsfile/live/1001_1.m3u8
山东少儿,http://113.120.46.233:8123/udp/239.21.1.60:5002
山东生活,http://113.120.46.233:8123/udp/239.21.1.56:5002
山东综艺,http://124.128.73.58:9901/tsfile/live/1002_1.m3u8
山东影视,http://124.128.73.58:9901/tsfile/live/1009_1.m3u8
济南综合,http://124.128.73.58:9901/tsfile/live/1003_1.m3u8
济南都市,http://124.128.73.58:9901/tsfile/live/1004_1.m3u8
济南影视,http://124.128.73.58:9901/tsfile/live/1005_1.m3u8
海看大片,http://124.128.73.58:9901/tsfile/live/1006_1.m3u8
山东卫视,http://124.128.73.58:9901/tsfile/live/0107_1.m3u8
湖南卫视,http://124.128.73.58:9901/tsfile/live/0128_1.m3u8
浙江卫视,http://124.128.73.58:9901/tsfile/live/0124_1.m3u8
上海卫视,http://124.128.73.58:9901/tsfile/live/0107_2.m3u8
江苏卫视,http://124.128.73.58:9901/tsfile/live/0127_1.m3u8
北京卫视,http://124.128.73.58:9901/tsfile/live/0122_1.m3u8
安徽卫视,http://124.128.73.58:9901/tsfile/live/0130_1.m3u8
天津卫视,http://124.128.73.58:9901/tsfile/live/0135_1.m3u8
辽宁卫视,http://124.128.73.58:9901/tsfile/live/0121_1.m3u8
深圳卫视,http://124.128.73.58:9901/tsfile/live/0126_1.m3u8
湖北卫视,http://124.128.73.58:9901/tsfile/live/0132_1.m3u8
广东卫视,http://124.128.73.58:9901/tsfile/live/0125_1.m3u8
黑龙江,http://124.128.73.58:9901/tsfile/live/0143_1.m3u8
贵州卫视,http://124.128.73.58:9901/tsfile/live/0120_1.m3u8
河北卫视,http://124.128.73.58:9901/tsfile/live/0117_1.m3u8
重庆卫视,http://124.128.73.58:9901/tsfile/live/0142_1.m3u8
四川卫视,http://124.128.73.58:9901/tsfile/live/0123_1.m3u8
河南卫视,http://124.128.73.58:9901/tsfile/live/0139_1.m3u8
江西卫视,http://124.128.73.58:9901/tsfile/live/0138_1.m3u8
广西卫视,http://124.128.73.58:9901/tsfile/live/0113_1.m3u8
吉林卫视,http://124.128.73.58:9901/tsfile/live/0116_1.m3u8
山西卫视,http://124.128.73.58:9901/tsfile/live/0118_1.m3u8
陕西卫视,http://124.128.73.58:9901/tsfile/live/0136_1.m3u8
厦门卫视,http://124.128.73.58:9901/tsfile/live/0129_1.m3u8
宁夏卫视,http://124.128.73.58:9901/tsfile/live/0112_1.m3u8
旅游卫视,http://124.128.73.58:9901/tsfile/live/0114_1.m3u8
科学能看,#genre#
TVBS(科学),http://38.64.72.148/hls/modn/list/4005/chunklist0.m3u8
TVBS(科学),https://epg.pw/stream/a4696392133577ed03dbedefe5c18c3c7a178b0899b2f814fa6c532bc521f8f4.m3u8
TVBS(科学),https://epg.pw/stream/06baf79b6e6515fa271791223499a2ecf53f1917f24c680bfa8a7539162cce76.m3u8
TVBS(科学),https://epg.pw/stream/7843556b9457c79f5185c8dc71e2c07c55dc12b034635c8075a8847163f8b483.m3u8
TVBS新闻台(科学),https://epg.pw/stream/dc88e4bb8165db1af83d0c571b8260a21c248841a2f1c8c44a2bbf840ea50eea.m3u8
民视新闻台HD,https://epg.pw/stream/7270ae89dc1f30cfec2c03d01b6e2fbc50863f60936b534814dfd28caa72181e.m3u8
东森超市,https://epg.pw/stream/9ee97d4efee35aa017c6d4ec03d219b96a4e63c74011ecc833877a100cf75d36.m3u8
台视新闻HD(科学),https://epg.pw/stream/4b4e47c5487fd635bc3a721c3ecff2698d44492b1db12412f5b8abc9597a911f.m3u8
中视新闻(科学),https://epg.pw/stream/82f32d75a3fc48001b26514205937c92561b5540c3d1f21b644c86c17dd4ea63.m3u8
中天新闻(科学),https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV28.m3u8
中天新闻(科学),https://epg.pw/stream/5b84b0baf55fce778cffd1d5a35ef8e77dfb02436d82cd5a83dd78c61c90462e.m3u8
中视HD(科学),https://epg.pw/stream/48023223cf3a94ab9dcdbef7b2e3c566429aeaba44f3e41d03a955e1202ad492.m3u8
华视HD(科学),https://epg.pw/stream/b7de54beedd00c8b00197e11541eb6d5e70c856ed712b3b937689c24f476c135.m3u8
三立新闻台(科学),https://epg.pw/stream/4c272496a61a3b4cf50553f78220d3388e87ed9b0ccd9c440e46ab5f753c8771.m3u8
寰宇新闻台(科学),https://epg.pw/stream/1a8764d080afe4b8543f76b10ec64c55d4ae232d73ac71da514a7ba834f2b0e6.m3u8
东森幼幼台(科学),https://epg.pw/stream/11927c04bfc97c3c76188dcad74dc57ce6ff46386068fb5e28897f4bd96dc7d9.m3u8
东森新闻台(科学),https://epg.pw/stream/5b6b148362dea0001b704c6c6badd4ecd25e59d2e13f4e7a64a2e23ca8d77755.m3u8
东森财经新闻台(科学),https://epg.pw/stream/a190c1d788033ba288c0a3096eeb131c4ff6bff70dae66a0e6ba131fc250c28c.m3u8
民视HD(科学),https://epg.pw/stream/720e88c5916645734a5ed560a15e475c11c32dd6659b37aceb035720ee6f40ea.m3u8
民视第一台HD(科学),https://epg.pw/stream/2efd47e51559d5a51e8f811fb5d08343e45a0f5360db3f44bd5c6c3dd31f0e8e.m3u8
民视影剧台(科学),https://epg.pw/stream/3f718003e6c0b409e0a7620c4b17f7abb3e2f18c0f4f6dc82de5de806aff88ce.m3u8
民视台湾台HD(科学),https://epg.pw/stream/b029057b372efdfb0738a3306cd07ff4a5d4fecc6c271b57d29b7ba282d7a6f8.m3u8
民视综艺台(科学),https://epg.pw/stream/7c4b658119c1bb61f50346e68cfd30c61610f0463886077973a2b75693da29d8.m3u8
民视旅游台(科学),https://epg.pw/stream/b796f04b85558177e528d8dd4bbb091aacdf978492024a6e379848cc3cb1059d.m3u8
💃广场舞,#genre#
爱不停息,https://txmov2.a.kwimgs.com/upic/2022/05/30/05/BMjAyMjA1MzAwNTI5MjhfOTU2MzA3MDg4Xzc1NTc5NTY1NjM3XzJfMw==_b_Bf28a861f732cc0b62d624c511423fc21.mp4 
爱火,https://vd3.bdstatic.com/mda-jiakuii545923s2y/sc/mda-jiakuii545923s2y.mp4 
爱你是那么的辛苦,https://txmov2.a.kwimgs.com/upic/2022/06/01/05/BMjAyMjA2MDEwNTUwMjZfOTU2MzA3MDg4Xzc1NzE0MjY5MDcxXzJfMw==_b_B07660f4a7402d9114c919791f2f84464.mp4 
爱你一生不舍弃,https://alimov2.a.kwimgs.com/upic/2022/06/01/05/BMjAyMjA2MDEwNTQxMTRfOTU2MzA3MDg4Xzc1NzEzOTk1MzA4XzJfMw==_b_B90fec61fb2776e18607e3163b4d99b86.mp4 
爱你一万年,https://txmov2.a.kwimgs.com/upic/2022/05/28/17/BMjAyMjA1MjgxNzAwNTNfOTU2MzA3MDg4Xzc1NDQ5MTc5MDgxXzJfMw==_b_B86b66fa638ba1b70c664281181494236.mp4 
爱情骗子请你离开我,https://vd4.bdstatic.com/mda-nd25fh6j52jx4h7h/cae_h264_delogo/1649020823648856216/mda-nd25fh6j52jx4h7h.mp4 
爱我的小妹妹快快来,https://vd2.bdstatic.com/mda-nc5d1hi1v4xy6fe6/cae_h264_delogo/1646558269217025452/mda-nc5d1hi1v4xy6fe6.mp4 
爱悠悠情悠悠,https://txmov2.a.kwimgs.com/upic/2022/05/26/05/BMjAyMjA1MjYwNTIyMThfOTU2MzA3MDg4Xzc1MjYyMTk2MzkxXzJfMw==_b_B51654e4e6b3f3983ee060d725a36c66f.mp4 
白头到老不分离,https://txmov2.a.kwimgs.com/upic/2022/05/21/06/BMjAyMjA1MjEwNjA0MDdfOTU2MzA3MDg4Xzc0ODg3NDA1MzIxXzJfMw==_b_Be67c60b303816935515c988457de1f77.mp4 
小芳,https://txmov2.a.kwimgs.com/upic/2022/05/18/22/BMjAyMjA1MTgyMjA5NDRfOTU2MzA3MDg4Xzc0NzIzNzM0OTExXzJfMw==_b_B02e310fc5e250b5b7ff360052f0a26b4.mp4?clientCacheKey=3xgk78pcixnva3k_b.mp4&tt=b&di=24710b57&bp=10000
下辈子不一定还能遇见你,https://alimov2.a.kwimgs.com/upic/2022/08/12/12/BMjAyMjA4MTIxMjI4NDFfOTU2MzA3MDg4XzgxNjIwNzczMjE0XzJfMw==_b_Bb9293e44928a67a8516143e41bb648f7.mp4?clientCacheKey=3xm7qkzt7wxwx2u_b.mp4&tt=b&di=24710b75&bp=10000
表白,https://vd2.bdstatic.com/mda-ncg08dwicq36v88q/1080p/cae_h264_delogo/1647550851787171345/mda-ncg08dwicq36v88q.mp4 
不白活一回,https://vd2.bdstatic.com/mda-ndg02u37v5hn9hqr/cae_h264_delogo/1650154599657309355/mda-ndg02u37v5hn9hqr.mp4 
不该把爱情想得太美,https://vd4.bdstatic.com/mda-ncgdq9gggmsrt6hs/cae_h264_delogo/1647554458547225376/mda-ncgdq9gggmsrt6hs.mp4 
不期而遇,https://alimov2.a.kwimgs.com/upic/2022/05/10/08/BMjAyMjA1MTAwODA2NTJfOTU2MzA3MDg4Xzc0MDcwNDI1MDA3XzJfMw==_b_Bcaa49b28dfb71c7701e64dbeaeb2821a.mp4 
不挽留没回头,https://alimov2.a.kwimgs.com/upic/2022/06/01/05/BMjAyMjA2MDEwNTM5MDdfOTU2MzA3MDg4Xzc1NzEzOTgyNTkwXzJfMw==_b_Bf42faac947f1873863830fe5f57402e5.mp4 
不要走,https://vd2.bdstatic.com/mda-nca2c98aibytrpp0/cae_h264_delogo/1647633624707386611/mda-nca2c98aibytrpp0.mp4 
不知道,https://vd4.bdstatic.com/mda-nau8kiyzs7sa810w/cae_h264_delogo/1643436750528695387/mda-nau8kiyzs7sa810w.mp4 
擦伤,https://txmov2.a.kwimgs.com/upic/2022/05/20/06/BMjAyMjA1MjAwNjA4MjhfOTU2MzA3MDg4Xzc0ODAzMjA5OTUxXzJfMw==_b_B07768896eaba698261192036b2b49f33.mp4 
藏爱,https://alimov2.a.kwimgs.com/upic/2022/05/17/07/BMjAyMjA1MTcwNzQ2MjlfOTU2MzA3MDg4Xzc0NjA0MjMwNzI2XzJfMw==_b_Ba76534d598d853d54c5bf4a18b597ced.mp4 
草原上最美的姑娘,https://alimov2.a.kwimgs.com/upic/2022/05/12/11/BMjAyMjA1MTIxMTIyMDNfOTU2MzA3MDg4Xzc0MjE3MTA2ODM3XzJfMw==_b_B42ecf15e138ea5b3fc699db51dcccd7a.mp4 
策马情歌,https://alimov2.a.kwimgs.com/upic/2022/05/26/05/BMjAyMjA1MjYwNTUzNDdfOTU2MzA3MDg4Xzc1MjYyNzkwMTY1XzJfMw==_b_Bb09b659e53ab1746c396c104f5cfdb7a.mp4 
茶山情歌,https://vd3.bdstatic.com/mda-nbbn51pswxeedzff/fhd/cae_h264_nowatermark_delogo/1644787225758354057/mda-nbbn51pswxeedzff.mp4 
潮湿的心,https://vd3.bdstatic.com/mda-ke4h5gqvwhygxwbv/v1-cae/sc/mda-ke4h5gqvwhygxwbv.mp4 
痴情换真心,https://alimov2.a.kwimgs.com/upic/2022/05/31/06/BMjAyMjA1MzEwNjM3MTRfOTU2MzA3MDg4Xzc1NjQ4MzAzMjI2XzJfMw==_b_B170255b9d94bb4ff57620e998c9c056a.mp4 
除了你,https://alimov2.a.kwimgs.com/upic/2022/06/03/06/BMjAyMjA2MDMwNjAyMzhfOTU2MzA3MDg4Xzc1ODY3NDQwNjA2XzJfMw==_b_B7ee14a3abf87a2f9ba3a8c1400ab8d87.mp4 
错过缘分错过你,https://vd4.bdstatic.com/mda-nak1ta9hr7uau7gi/fhd/cae_h264_nowatermark_delogo/1642800023084828200/mda-nak1ta9hr7uau7gi.mp4 
错位时空,https://alimov2.a.kwimgs.com/upic/2022/05/10/20/BMjAyMjA1MTAyMDI0MDZfOTU2MzA3MDg4Xzc0MTE0NzY0NTU3XzJfMw==_b_B344521e146d717ee6eec31aead272742.mp4 
待你厌倦江湖,https://txmov2.a.kwimgs.com/upic/2022/05/31/06/BMjAyMjA1MzEwNjMyNDJfOTU2MzA3MDg4Xzc1NjQ4MTAyMDQ1XzJfMw==_b_B62384350315b9200713c59062e1294a1.mp4 
但愿,https://vd4.bdstatic.com/mda-nb47x5b8ywvemmt1/cae_h264_nowatermark_delogo/1644039596232854297/mda-nb47x5b8ywvemmt1.mp4 
弹棉花,https://vd4.bdstatic.com/mda-nd9j6yyb18rnfx26/cae_h264_delogo/1649597780750060750/mda-nd9j6yyb18rnfx26.mp4 
等不到的爱,https://txmov2.a.kwimgs.com/upic/2022/06/10/14/BMjAyMjA2MTAxNDM2NDRfOTU2MzA3MDg4Xzc2NDQ2MjE5NDg4XzJfMw==_b_B362954b2c84869585267ae6d54943bff.mp4 
点燃一根烟,https://alimov2.a.kwimgs.com/upic/2022/05/16/18/BMjAyMjA1MTYxODU4NThfOTU2MzA3MDg4Xzc0NTczMDE1MjQ5XzJfMw==_b_B746d452d34b45ca092a246c5ed00c7e1.mp4 
冬天里的一把火,https://vd4.bdstatic.com/mda-nd3kzdfeij9pzv40/cae_h264_delogo/1649213587964506259/mda-nd3kzdfeij9pzv40.mp4 
都说,https://vd3.bdstatic.com/mda-kckse34xbmavq1m9/v1-cae/sc/mda-kckse34xbmavq1m9.mp4 
二十年后再相会,https://alimov2.a.kwimgs.com/upic/2022/05/26/05/BMjAyMjA1MjYwNTI4MTJfOTU2MzA3MDg4Xzc1MjYyMjk3MzIxXzJfMw==_b_B39c4359419fad2026c8bfb9a83ff1a23.mp4 
返老还童丹,https://vd2.bdstatic.com/mda-nca00vvk4jivh0zh/cae_h264_delogo/1646957555541998155/mda-nca00vvk4jivh0zh.mp4 
风含情水含笑,https://alimov2.a.kwimgs.com/upic/2022/06/08/07/BMjAyMjA2MDgwNzE4NTBfOTU2MzA3MDg4Xzc2Mjg3Nzk4NzQ0XzJfMw==_b_B375987d14e51a79300421bd54ea37707.mp4 
风飘飘雨潇潇,https://alimov2.a.kwimgs.com/upic/2022/06/08/07/BMjAyMjA2MDgwNzIwNDRfOTU2MzA3MDg4Xzc2Mjg3ODY4NTM2XzJfMw==_b_B2cff790b56fd451f175022efebb2cef7.mp4 
浮生记,https://alimov2.a.kwimgs.com/upic/2022/05/26/05/BMjAyMjA1MjYwNTM1MDVfOTU2MzA3MDg4Xzc1MjYyNDIxMDg2XzJfMw==_b_B63801abb16fecd9ad093abf7f95d59e0.mp4 
福到咱家,https://vd4.bdstatic.com/mda-nb8hr4qddntrq82q/cae_h264_nowatermark_delogo/1644410779629055655/mda-nb8hr4qddntrq82q.mp4 
感情我赌输,https://vd4.bdstatic.com/mda-nc2j773frb43294b/cae_h264_delogo/1646355671995600633/mda-nc2j773frb43294b.mp4 
高山青,https://vd2.bdstatic.com/mda-nbekkfmj84v41mdb/fhd/cae_h264_nowatermark_delogo/1645045236575576660/mda-nbekkfmj84v41mdb.mp4 
哥哥不要把我忘,https://alimov2.a.kwimgs.com/upic/2022/05/11/07/BMjAyMjA1MTEwNzIzMTlfOTU2MzA3MDg4Xzc0MTM2ODE2ODIyXzJfMw==_b_B34a8ce553bf382767cc3e00a3305ed0b.mp4 
